id	name	genreId	directorId	year	rating	overview	image
m185	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	g01	p265	1964	8.1	After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.	/gHm96BRW4GoI339rF1vYoYTB6Qe.jpg
m186	Wild Strawberries	g01	p348	1957	8.1	Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.	/iyTD2QnySNMPUPE3IedZQipSWfz.jpg
m187	Out of the Clear Blue Sky	g02	p592	2019	8.1	Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.	/xg6QZdlHrq2dtSK8cfnQQMnmpeY.jpg
m188	Some Like It Hot	g02	p163	1959	8.1	Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.	/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg
m189	Alien	g11	p461	1979	8.1	During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.	/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg
m190	The Invisible Guest	g01	p601	2017	8.1	Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.	/fptnZJbLzKUHeNlYrAynbyoL5YJ.jpg
m191	Anne of Green Gables	g03	p605	1985	8.1	At the turn of the century on Prince Edward Island, Matthew Cuthbert and his sister Marilla decide to take on an orphan boy as help for their farm. But they get an unexpected jolt when they're mistakenly sent a girl instead: Anne Shirley.	/wuF8aapqbDPFkoWbwI5LWfDXpVq.jpg
m192	Paper Lives	g01	p546	2021	8.1	In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.	/cmru6N6Hnw2pJwuo1ctH1CxKqKZ.jpg
m193	How to Train Your Dragon: Homecoming	g05	p612	2019	8.1	It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...	/kXj2Qrfm994yLeuADqbOieU1mUH.jpg
m194	The Tale of The Princess Kaguya	g05	p104	2013	8.1	Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate, the punishment for her crime.	/mWRQNlWXYYfd2z4FRm99MsgHgiA.jpg
m195	Paris, Texas	g01	p619	1984	8.1	A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.	/6NuFYT1f1rG0AeIVTJEgsRa7AOi.jpg
m196	Big Deal on Madonna Street	g02	p550	1958	8.1	Best friends Peppe and Mario are thieves, but they're not very good at it. Still, Peppe thinks that he's finally devised a master heist that will make them rich. With the help of some fellow criminals, he plans to dig a tunnel from a rented apartment to the pawnshop next door, where they can rob the safe. But his plan is far from foolproof, and the fact that no one in the group has any experience digging tunnels proves to be the least of their problems.	/f5OxD8Nl0pR3DcYHtYhHRfpsmjl.jpg
m197	Dersu Uzala	g10	p087	1975	8.1	A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.	/i6Z4A77eO22hD0rOUu7NlCMdZBr.jpg
m198	Harry Potter and the Deathly Hallows: Part 2	g06	p628	2011	8.1	Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.	/c54HpQmuwXjHq2C9wmoACjxoom3.jpg
m199	Red Beard	g01	p087	1965	8.1	Aspiring to an easy job as personal physician to a wealthy family, Noboru Yasumoto is disappointed when his first post after medical school takes him to a small country clinic under the gruff doctor Red Beard. Yasumoto rebels in numerous ways, but Red Beard proves a wise and patient teacher. He gradually introduces his student to the unglamorous side of the profession, ultimately assigning him to care for a prostitute rescued from a local brothel.	/fo800fRcWtl3Zhs6tPHfXP4KBak.jpg
m200	Michael Jackson's Thriller	g11	p634	1983	8.1	A night at the movies turns into a nightmare when Michael and his date are attacked by a horde of bloody-thirsty zombies.	/djv4LM6uanJriwpsOyJzaaSp4gf.jpg
m201	The Truman Show	g02	p230	1998	8.1	Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend is really an actor, paid to be part of his life.	/vuza0WqY239yBXOadKlGwJsZJFE.jpg
m202	M	g01	p515	1931	8.1	In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.	/slsS6jT6SXjcTPOrsFcLIrHboXA.jpg
m203	Pather Panchali	g01	p644	1955	8.1	Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.	/frZj5djlU9hFEjMcL21RJZVuG5O.jpg
m204	Along with the Gods: The Two Worlds	g01	p374	2017	8.1	Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.	/gJSvIsI6oQfFim0PGyuuiCYfqKs.jpg
m205	I corti	g02	p649	1996	8.1	I corti ("shorts") by Aldo, Giovanni & Giacomo was the first stage show of the comedy trio, with the participation of Marina Massironi. It was recorded live at the Teatro Nuovo in Ferrara on 28 and 29 March 1996. Produced by Agidi, with the theatre direction of Arturo Brachetti.	/9uZhgmOAH7eW4uWGL49HgIA0JtE.jpg
m206	A Special Day	g01	p277	1977	8.1	In Rome, fascist supporter Emanuele attends a parade commemorating Adolf Hitler's historic meeting with Italian leader Benito Mussolini, leaving his apolitical wife, Antonietta, to tend to household duties. Antonietta encounters a man, Gabriele, who appears surprisingly nonplussed by the political event. Over the course of the day, the two forge a close friendship that will forever change their perceptions of life, love and politics.	/6ZzkiTbuf2ltEPunhQolGIcckyS.jpg
m207	Incendies	g01	p655	2010	8.1	A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.	/zQdcNGCi4aVIv02wMHaTWlF7M2w.jpg
m208	In the Mood for Love	g01	p659	2000	8.1	Hong Kong, 1962: Chow Mo-Wan and Su Li-Zhen move into neighboring apartments on the same day. Their encounters are formal and polite—until a discovery about their spouses creates an intimate bond between them.	/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg
m209	Toto, Peppino, and the Hussy	g02	p663	1956	8.1	Antonio, Peppino and Lucia are three brothers who live in the country near Naples. Lucia's son, Gianni, goes to Naples to study medicine, but there he knows a ballet dancer. They fall in love and, when she goes to Milan, Gianni follows her. Informed of this and afraid that their nephew will stop studying, the three Caponi brothers leave for Milan to persuade Gianni to come back and continue studying and abandon the "Malafemmina" (bad girl).	/rHsc35TLPliJAvbnmu8dvddiu96.jpg
m210	There Will Be Blood	g01	p667	2007	8.1	Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.	/fa0RDkAlCec0STeMNAhPaF89q6U.jpg
m211	Hannah Gadsby: Nanette	g02	p671	2018	8.1	The Australian comedian Hannah Gadsby is taking an anti-comedy stance in her newest special.	/xyDapdXEqic7pkLFvvvEW5dI3or.jpg
m212	Eternal Sunshine of the Spotless Mind	g15	p673	2004	8.1	Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.	/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg
m213	Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog	g05	p675	2021	8.1	With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.	/uIdMpWrQ30SHPINsy7LcPFloyvO.jpg
m214	Three Billboards Outside Ebbing, Missouri	g12	p679	2017	8.1	After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.	/uGMM9ZObmPUFrGqcbFMVyv8L1lU.jpg
m215	The Hunt	g01	p683	2012	8.1	A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.	/jkixsXzRh28q3PCqFoWcf7unghT.jpg
m216	In the Arms of an Assassin	g04	p687	2019	8.1	Victor (William Levy) is one of the world’s most handsome  men, but he has a deep secret – he is a cold blooded assassin. Smooth talking and seductive, Victor was raised to do one thing only, which is to kill for money. When he is sent to the home of a brutal drug lord to collect payment for his most recent hit, he encounters the beautiful Sarai (Alicia Sanz), who has been forced to spend the last 9 years of her life with the drug lord.	/iqRUOtbDunNq7gTux3zXz25Krwp.jpg
m217	The Passion of Joan of Arc	g01	p691	1928	8.1	A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.	/8OYGtQlO8k9PcOm49apV62eVJQo.jpg
m218	Lion	g01	p695	2016	8.1	A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.	/kCELJH1tCmaRLqvwIgKDb09aEaw.jpg
m219	The 400 Blows	g01	p699	1959	8.1	For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.	/12PuU23kkDLvTd0nb8hMlE3oShB.jpg
m220	Scooby-Doo! and Kiss: Rock and Roll Mystery	g03	p703	2015	8.1	Get ready to Rock! Scooby-Doo and the Mystery Inc. Gang team up with the one and only KISS in this all-new, out-of-this-world adventure! We join the Gang at Kiss World – the all-things-Kiss theme park, as they investigate a series of strange hauntings. With help from Kiss, they discover that the Crimson Witch has returned to summon The Destroyer from the alternate dimension of Kissteria! The evil duos ghastly plan, to destroy the earth! Can the Gang's cunning and Kiss's power of rock save the day?!	/dubNbVmMmE9vULPA5CZokqUJ0o6.jpg
m221	The Best of Youth	g01	p706	2003	8.1	Spanning nearly four decades, this generational epic follows two Italian brothers from a middle-class family through some of the most significant events of postwar Italian history after their life paths diverge thanks to one fateful encounter during the summer of 1966.	/ltmcFRvTeAgBgMLUGa15KzDSQqs.jpg
m222	Pride & Prejudice	g01	p710	2005	8.1	A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.	/sGjIvtVvTlWnia2zfJfHz81pZ9Q.jpg
m223	Prey	g10	p714	2022	8.1	When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.	/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg
m224	Thirteen Lives	g01	p718	2022	8.1	Based on the true nail-biting mission that captivated the world. Twelve boys and the coach of a Thai soccer team explore the Tham Luang cave when an unexpected rainstorm traps them in a chamber inside the mountain. Entombed behind a maze of flooded cave tunnels, they face impossible odds. A team of world-class divers navigate through miles of dangerous cave networks to discover that finding the boys is only the beginning.	/yi5KcJqFxy0D6yP8nCfcF8gJGg5.jpg
m225	Believe Me: The Abduction of Lisa McVey	g01	p721	2018	8.1	On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and manages to be a victim of rape. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.	/1X53fMPuNL5FxrSXTLssjYYKhxS.jpg
m226	Love, Simon	g02	p725	2018	8.1	Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.	/5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg
m227	The Elephant Man	g01	p729	1980	8.1	A Victorian surgeon rescues a heavily disfigured man being mistreated by his "owner" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.	/rk2lKgEtjF9HO9N2UFMRc2cMGdj.jpg
m228	La Haine	g01	p731	1995	8.1	After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.	/7izWzrLEMUlOr971nhqXXktjz5Y.jpg
m229	Das Boot	g01	p735	1981	8.1	A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.	/fvobAlXFCsCXqZlPYMGhu5W9gvr.jpg
m230	Mirror	g01	p404	1975	8.1	A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.	/AttDP5OEsMxtHPPN7Z92p2Ntnmd.jpg
m231	Terminator 2: Judgment Day	g10	p742	1991	8.1	Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.	/5M0j0B18abtBI5gi2RhfjjurTqb.jpg
m232	Ugetsu	g06	p419	1953	8.1	In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.	/7Kk1ZsrAul2Lg7Pe45XOcUf2ARQ.jpg
m233	Kitbull	g05	p746	2019	8.1	An unlikely connection sparks between two creatures: a fiercely independent stray kitten and a pit bull. Together, they experience friendship for the first time.	/mwKO3cZbxipgd9QAPboJVTDLPiN.jpg
m234	2001: A Space Odyssey	g15	p265	1968	8.1	Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.	/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg
m235	Jojo Rabbit	g02	p750	2019	8.1	A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.	/7GsM4mtM0worCtIVeiQt28HieeN.jpg
m236	A Taxi Driver	g10	p754	2017	8.1	May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that he’s a German journalist with a hidden agenda, Man-seob takes the job.	/iXVaWbxmyPk4KZGZk5GGDGFieMX.jpg
m237	Ran	g10	p087	1985	8.1	With Ran, legendary director Akira Kurosawa reimagines Shakespeare's King Lear as a singular historical epic set in sixteenth-century Japan. Majestic in scope, the film is Kurosawa's late-life masterpiece, a profound examination of the folly of war and the crumbling of one family under the weight of betrayal, greed, and the insatiable thirst for power.	/jQnUtWaHYfqnXPOIf77K7Ycqk4M.jpg
m238	Bound by Honor	g12	p758	1993	8.1	Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the "Vatos Locos", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a "home" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his "carnal", Miklo.	/gvP6R6juhe2IpCG7QGDgjyUvm0g.jpg
m239	Doctor Who: The Time of the Doctor	g01	p761	2013	8.1	Orbiting a quiet backwater planet, the massed forces of the universe's deadliest species gather, drawn to a mysterious message that echoes out to the stars. And amongst them, the Doctor. Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe.	/7blrzLLfj34vV45HYmPccvhNSRZ.jpg
m240	Silenced	g01	p764	2011	8.1	Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.	/mbMp0oIFmYnw0i5gzRoKt8cH5ve.jpg
m241	My Neighbor Totoro	g06	p027	1988	8.1	Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.	/rtGDOeG9LzoerkDGZF9dnVeLppL.jpg
m242	Memories of Murder	g12	p043	2003	8.1	1986 Gyunggi Province. The body of a young woman is found brutally raped and murdered. Two months later, a series of rapes and murders commences under similar circumstances. And in a country that had never known such crimes, the dark whispers about a serial murderer grow louder. A special task force is set up in the area, with two local detectives Park Doo-Man and Jo Young-Goo joined by a detective from Seoul who requested to be assigned to the case.	/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg
m243	Nights of Cabiria	g01	p394	1957	8.1	Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.	/xF4oCG3PLNbcrtPZbqB3BtkIbKg.jpg
m244	WALL·E	g05	p776	2008	8.1	WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.	/zSDCorl36ZjAaUzADHLo5b8UfBu.jpg
m245	Hidden Figures	g01	p780	2016	8.1	The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.	/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg
m246	Loving Vincent	g05	p783	2017	8.1	A young man arrives at the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.	/56sq57kDm7XgyXBYrgJLumo0Jac.jpg
m247	Prisoners	g01	p655	2013	8.1	Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.	/tuZhZ6biFMr5n9YSVuHOJnNL1uU.jpg
m248	The Red Shoes	g01	p789	1948	8.1	In this classic drama, Vicky Page is an aspiring ballerina torn between her dedication to dance and her desire to love. While her imperious instructor, Boris Lermontov, urges to her to forget anything but ballet, Vicky begins to fall for the charming young composer Julian Craster. Eventually Vicky, under great emotional stress, must choose to pursue either her art or her romance, a decision that carries serious consequences.	/vPvpBWFWDvEXuQBkoYgA6A89GVp.jpg
m249	Rocco and His Brothers	g12	p793	1960	8.1	When a widow’s family moves to the big city, two of her sons become romantic rivals with deadly results.	/pngL8AraChIDOiWnKF2o3S9kJzJ.jpg
m250	Elite Squad	g01	p796	2007	8.1	In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.	/lwIXz785N2fXi8hsBr1IXciFlkM.jpg
